index,ground_truth,ocr_output,cer
7721,ourselves and have peace with one-another . And the sweet,oufslyers ard \rorr Remce with one- anstrag. fad thea Sweet,0.386
7722,"Mortar ( the CHARAUSES in Hebrew ) that binds all the "" hard-",Motor Gre CARRAUES iy Helofew) trek loinds al) the © hod-,0.377
7723,"( MELACH BRITH ELOHECHO in Hebrew , Salt is the covenant of 1thy God ,","DELAY BRATR, ELOKE CAO Vy Web ays, Solk Ws he covenat al Wy, God ,",0.4143
7724,Tradition .,TS Ss,0.9091
7725,"Levit. 2 , 13 . ) Salt preserves and we should have this salt in","er, 2 Vr. ) Solt efasefuey and woe Should Wave MiSs sol in",0.3906
7726,11 ) . That gives us freedom from want .,WY Onekit Quen Ws \eedaur Kou Wvatk.,0.65
7727,"meek : "" But the meek shall inherit the earth ; and shall",mney. Bak Mae meen Maal crest She Raakth Ooms Qual,0.5439
7728,"Living the life of the Torah ( "" dipping-in "" ) makes us",ad Wa “We \ie dh Ane Caton Cs FQ QU ue WaXke QD,0.7143
7729,"delight themselves in the abundance of Peace "" ( Psalm 37 ,","Sollee Wreacrloes tie aly UpoMce aR pace CPoglur ®,",0.6441
7730,"We dip into both , at the Seder . And we want to understand",We Mie ito lah ark Ale Gadel And we Gadi To urreiioud,0.4746
7731,"more of the Torah and the Oral Tradition , our inheritance .",mow dave Lately aub Te Owed Chadian 0S OX WOP MHOC? |,0.7
7732,( This is the PARDUS . ) Matzo represents,Ctuis is the PAQNUS).Makzo reeresodr,0.3902
7733,Derush ; ( 4 ) Leaning-back represents Saud .,Devash j cy) Leauiug-batk vee yeseuar Youd.,0.4444
7734,how to live and accept all the bitterness,— o Qive aud accee A O2Q de & (dherx ne se,0.561
7735,and the sweet Mortar in which we dip-in represents,and £ne sweck Worfar in whith ~we Gig- iw repre Seukes,0.34
7736,is called : The Feast of Matzos . The,(ys CaQled- The feask of Wokeos The,0.3784
7737,"principle and this gives us "" a wink "" ( Remez )","erinciele, cui digas givet uf ""a wiuk CRenrez)",0.4375
7738,represents Remez ; ( 3 ) Dipping-in represents,reereSeury ; (3) Pleeiwaq-u rveereserts,0.5435
7739,that is hurled against us . The Salt-water,Sod tS huy Qed Qaainsa aS: The Sal —woter,0.4524
7740,the literal meaning of Pesach which,Lhe Lteralkd MEXUIG of Pecach which,0.3714
7741,( 1 ) Matzo represents Peshat ; ( 2 ) Moraur,"d) Mot2o v~ eer eceut f Vechak, (Q) WMortour",0.5909
7742,Bitter-Herbs represent the spiritual,a bee - Hey Gr ve ereseut dhe SE Wi Kad,0.6111
7743,the richness of the Law and that we should,fine videmost of £6@ baw and fees we Sigola,0.5238
7744,"freedoms "" which are Divine . There are four ways of","Rxeedours” which ore Banwne. Mare ate Roox Was, ol",0.4423
7745,burdens of Egypt . ( 2 ) I will rid you of their bondage .,bur dems o} Saagk . (9) \ wi\h nd wor of vie konkase.,0.4483
7746,redemption : ( 1 ) I will bring you out from under the,CedQuaQronr Aa) \ yl bring YO aot Qcour wey lhe,0.5556
7747,"And we answer , that the Lord our God gave us "" four freedoms ""","And we answer, thek the Lord wr Ged aawe vs fox treedows",0.2698
7748,without which Society cannot make progress . And we drink,wi hook which Secidky caniok Make ployess . And we dyin,0.2456
7749,""" four cups "" to thank the Lord our God for the "" four",“Qasr aes’ So Mowe Ye lord oor God for the “fovr,0.4259
7750,burdens of Egypt : How was it that Israel was,burdens of Caveh . Hou was it dha \srach wos,0.2889
7751,"Because , they kept the Passover and they were","BHecavse Ake, Xeeh Yae Passooey and Voe We",0.4348
7752,people . ( 1 ) I will bring you out from under the,peorlle . (.\ \ wilh bring ~ ouk Kroc onder \he,0.32
7753,( 3 ) I will redeem you . ( 4 ) I will take you to me for a,3) Vill redeeu yoo (ul \ will fate Ye lo me Yor a,0.3729
7754,was known even to Abraham and Lot .,‘nk Xeon teen vo Wowdkeus amd Lok.,0.5714
7755,brought out from under the burdens of Egypt ?,"br ova, b ovk Veous under the burdens ok Funk 2",0.4222
7756,"eating Matzos in Egypt and the "" Feast of Matzos ""","CAL ay Wakz0s Wn Caniek aad We * feosh o8 Katzos""",0.52
7757,derived little comfort from it .,Hen ved Libtle Cor gy + fron 6,0.5312
7758,"James had grown up in Presbyterian Scotland ,","fener hat Frtwn wp hn Freshy ferian Scol-tara ,",0.4
7759,The new century opened with James 1 ascending,The Ver Cénharg cpevred Nala Janet A Qacending,0.4222
7760,Book was issued in 1604 but the Puritans,Bk yas ssid th Mloy bb He Purifiers,0.5
7761,the throne . He was quite prepared to be,fhe thre. be way quate flrepared fo be,0.25
7762,"spoiled that . The Puritans had high hopes , for","Spoiled Hat. The funtans bad tigh bopes, br",0.2708
7763,tolerant towards Rome though the Gunpowder Plot,fetrank lvards Kone Hong h He Oouspower (No t-,0.5106
7764,"but those hopes were dashed . True , a new Prayer","byt phase hopes Were alasbed. Trae, a mow frayer",0.2653
7765,remained . Other changes in the Book were equally,fiecas dk Olly deny he Bek were equal,0.5306
7766,They objected to the word Confirmation . So the phrase,"ty died L Ik, word beni Cle phreue",0.6111
7767,' or the laying on of hands upon children baptized and,4 Ie ley On 4 bse ~ dal Legh’ yd weal,0.7222
7768,They objected to the word Absolution . So the phrase ' or,Mey ince) Le Me cred Asolo. SS Le phrae ‘or,0.4737
7769,the remission of sins ' was added . But Absolution remained .,"lhe Musclor, a ae ota atned. Bu Dekel. oniiisl",0.6557
7770,added to the Catechism .,14,1.0
7771,minor except for the new section on the Sacraments,"ape sxeetl , Le Wan) setlhen wa hi Soin",0.68
7772,to the Catechism following ' were added . But Confirmation,a Cline [ny we oy) Bal (edi,0.7759
7773,able to render an account of their faith according,"dl. Loa am acto | Yue Hl, ace ond",0.66
7774,This indicated how ephemeral in the Church had,Ths indicated Lew ephement in He Church had,0.1739
7775,verily and indeed taken and received by the,,1.0
7776,( which was never actually authorized ! ) .,,1.0
7777,"been the mood which produced the Black Rubric , for","heen, the meod wiih preduced fle Slate Rubric, for",0.2353
7778,himself immortal by becoming associated with,,1.0
7779,"it says that ' the Body and Blood of Christ , which are",At Aags Hak “He Body and blood of Chnith whith ere,0.3091
7780,faithful in the Lord's Supper . ' It could hardly be more,ify in tee lorl's Supper.’ It cartd lantly he mere,0.3509
7781,a Bible translation - the Authorized Version,,1.0
7782,"definite . It was at this time , too , that King James made",,1.0
7783,a deliberate return to the Book of 1549 and,R Aebibeale rehim tb be Soo le of AS 4G Aud,0.5116
7784,In that year Shakespeare had just turned,[i Hal year Shakespeare bad grub frtned.,0.35
7785,just learning to read . James was followed by,jak hesrning 1 Teed. Hwes Aan totlowred by,0.4
7786,before . Bacon was at work and Milton was,befrre. Kacon was at anne add Ililkn war,0.3171
7787,important Prayer Books in the Anglican,AMnfoby Fetenr F- Preyer Berks tn He Ag hi Can,0.6579
7788,"Charles , in whose reign came the Scottish","Apitan: An “uheye Aan Cue Me ScoPhivl,",0.6667
7789,became the foster mother of some of the most,he caue tte derlex mnrother of Atme of the Gitoy,0.4091
7790,Prayer Book in 1637 . Significantly this made,"Mayer [Sorte an AG3?, Signi ficartl, 12> Mare",0.4889
7791,forty and had written Hamlet two years,fortq aud tad antten Hemet fue year,0.3158
7792,Communion .,,1.0
7793,first public acts was a hard-hitting battle with,pris t public aeh tar @ 4erd- ta Hing Axfble watt,0.4792
7794,mutual . But Laud was no Romanizer . One of his,tad Set bad shoo Lomaniyer. One tf tis,0.4043
7795,"the Jesuit , Fisher . But anyone who was friendly","he ‘Jemet, Fickar. tat du me Whe war Priencly",0.449
7796,was necessarily a menace .,,1.0
7797,now so much nobler a figure than former historians,"how So Wwwek wobler a farce than toimer Ls hvac,",0.44
7798,led us to believe . Laud was enthusiastically hated,,1.0
7799,"with James and Charles , the Puritans argued ,","Wath lames QnA Charles, Hue Proatann Aye A,",0.3913
7800,"by Calvinists and Puritans , and the sentiment was","by (glhvanttls Quad dir tan, aud fhe Stohientk wa,",0.48
7801,"Forever associated with Charles is Archbishop Laud ,","fever asseevaled ‘th Aartes /'s Aredlibriisp lad,",0.4808
7802,Laud made a positive approach . He set out to increase,Cand pad a porilin appt te bial ds,0.6111
7803,and so was the office of a bishop . Altars should be,anh at any Be ofha of a beAep. Uber chruld te,0.4808
7804,table which was handy for the most improbable uses .,,1.0
7805,"altars and not any broken down , transportable",,1.0
7806,a sense of reverence . The Prayer Book was to be respected,A lnse oft mnerence . Th Payer Biol war tre atsprilid,0.3621
7807,Or when he found cock-fighting going on in church ?,OF when he farnd cadk bihiny gh ot fA LL?,0.4706
7808,"to face their fears , to see through them and come out on the","ty fe fete favs, to Vee Thoms Has nak come. one On te",0.459
7809,"by laughing at what are very real fears . As adults , we know",’ e at what are real frave. A adalhr we brow,0.4426
7810,but to a child they are very real . Not that I am suggesting,hat 4 a A wy are “i real. MA Dal | om *,0.5833
7811,that children should be molly-coddled - they must be made,ak ckben thal & roll -codellel = om mack be madle,0.4912
7812,other side as victors .,other vide af Kiebore.,0.3043
7813,Even worse is to laugh . Tremendous damage may be done to a child,Eun bjorse fo boy. evant damese ~~ be clone ty a ald,0.5077
7814,"that their fears are groundless , indeed to us they appear laughable ,",that that fue ae yond indeed + ar fa er layhebe,0.5
7815,it together until the child can see how,if toge/Ler lutd Fle Cirle cay fee Gow,0.4103
7816,"situation is frightening , and then to face","fitvaha, iv TNFhtemng )» ane fey % face",0.4884
7817,unnecessary its fears were .,"aueceVary It fean Nee,",0.4643
7818,To ridicule them only pushes them farther,"I> Nielicule theu Only puches Phen, fartier",0.2927
7819,reaped at forty or fifty . Far better to,\Cayocc/ al forty ao Tifty : Far~ beher te,0.4
7820,agree with a child that a particular,agro Lu? a Bile’ +that a part ti lar,0.4167
7821,the harvest of which may still be being,The barn? of +brch ley WAH ke ben,0.4872
7822,"into themselves , so that they become","jute tthetdte/ves , vo that They hlcow e",0.3784
7823,unable to speak about it to anybody and,Ubahla % yrcak Qbort j? to ty bacley aLsc/,0.6154
7824,"the seeds of any amount of trouble are sown ,",fle teac/e Of Ghuy Qtucaunt of Prowbe Gi Vourer,0.6
7825,to some extent against it . To keep a child,10 ome Leh gaint ef. lo tees @ chell/,0.4651
7826,of twelve or thirteen under the,"of fitlic ott Lhirker eto, the",0.5161
7827,Because situations which may contain,Secaux whatone tfich Mad Contes,0.4722
7828,it is a good idea to condition a child,7 a goo! clea 0 concletion 0 ohel/,0.4474
7829,"all the elements of fear can arise suddenly ,",,1.0
7830,later chapter there are some situations,tity cMigthr Mise ate tne theibin,0.6154
7831,which occur less frequently than,,1.0
7832,is unwise . As I shall suggest in a,to teas. | ell diye <o a,0.6571
7833,impression that nothing nasty ever,YMCA AM4d wathing ey Wee,0.6765
7834,"happens is not merely dishonest , it",,1.0
7835,frightening possibilities and yet by facing,[rphtebing possbvahes auc! yet by facing,0.3023
7836,"finally defeat us . More than that , that God","Prualy clefeat ut. Mere fla, het, Ahat Goo!",0.4
7837,In Gethsemane He prayed that the cup,jy Cth felLuaue He forery ec! YLar fle Chi fo,0.7778
7838,"lives and that the nearer we get to Him ,",Liver aud that Fle hearer we oth to Bia,0.3171
7839,them and knowing God is with us and,thats Guo/ Cacriing Cased W wt LW ae’,0.6857
7840,the way to face life . To see all the latent,"the way te fac UR, Je fa ol te loheut",0.4318
7841,"that , with Him , there is nothing that can","ther “17 Arey , teero W hotles g Yat cak",0.5581
7842,the stronger we become .,the y7rouger Ag be.cotye |,0.375
7843,has something important to do with our,"haw Sowe7h tg (24 oS TAL, F % a enfh cur",0.6579
7844,should pass from Him . Jesus shows us,"Should! peat frou, ly. feémy vhout uv",0.5135
7845,do for the world Using my hand .,Wo jor fee iwor€A Ubre py ROH,0.5625
7846,"Because of the plan That God , Who","becaup of te plar That (for, lupe",0.3824
7847,"my hand ; That my hand is big Big ,","My ROARK; [tak rg hands BG,",0.5714
7848,... Today A wonderful thought In the,[Ody A worteyput nought Jn et,0.5
7849,"dwells in my hand , Knows this","Awelse wr ey hank, Knows Hers",0.3667
7850,Was this : That a secret plan Is hid in,Win Hue: Tale vecrtlplar Js tA wr,0.5385
7851,dawn was given ... And the thought,Havre war fren .. bel Hh Hhogpe,0.5294
7852,"secret plan , Of the things He will","secret plat, Of fhe Hurg tee wll",0.3143
7853,"Toyohiko Kagawa . Loving Saviour , who experienced","[b40 Lake Le Cfheve. lout feipad |, ef or flebrherceH",0.8
7854,"seen to be allies and not enemies and that ,","dete, to fee @Yj24 Ceol 110t Lremyizg Gr Leak",0.7045
7855,"nature knows better than we do , what it is to","Ardfere Chto feller Loar we 20, what 2 fo",0.5435
7856,we are with Thee .,We CHC ey fb hhep.,0.6667
7857,"come what may , we are never alone when","Cert Lat p24, We ChE 4102S eLOae lo Lite,",0.7692
7858,"be really afraid , help us to know that when","Ae pecllty (fpait, bele ta le lage loa! blac",0.5682
7859,"we face life boldly , many of the shadows are",We Lace Arle Ao kitty / pny bf free. thatriwa Ge,0.5778
7860,"all human emotion , and whose sensitive",hl Mee UF Lawn be ptr p bingo L)tede ficrubve,0.8462
7861,only a disturbed tossing and turning,CNW O Aju Deck TAG ANA TIN,0.8333
7862,which causes them to wake feeling worse,"Linc) Cawscs Hes to wake fering WATE,",0.4359
7863,"conditions , work themselves to a standstill .",Candahans Wark Wempsches toa Sanaa.,0.5652
7864,"To others , the long hours of the night bring",Ta tts the lang Nass di the Night ring,0.3556
7865,than when they went to bed . We may begin,"WAN LINEN YEH WEN, TO Des. WE TAY eqn",0.7073
7866,"the mind . Very few people , under normal",WE MINA. Very Os Heede Ades ruMal,0.5854
7867,to understand this a little better when we,10 UNASAANA Wi a litle Baltes LINENS.,0.6429
7868,realize that tiredness itself is largely in,feabze Wak Medes hod id lasgely ih,0.4651
7869,"journey which , an hour before , she would","ferris wth, a7 Av Lire t ate onsale",0.6429
7870,The mind tires first and conveys the impression,FH vane tit furl one contive Le payin,0.5745
7871,a mother has news late at night that her,"2 acl tar pwr fol, Op WA Bi",0.775
